	3	159	0.3268	2.0606	25.01	0.0015054	Dy_auto	0.100
	4	200	0.47989	2.4034	25.01	0.0022106	Dy_auto	0.100
	5	251	0.63419	2.5233	25.01	0.0029214	Dy_auto	0.100
	6	316	0.82885	2.6193	25.01	0.0038181	Dy_auto	0.100
	7	398	1.0742	2.696	25.01	0.0049485	Dy_auto	0.100
	8	502	1.3951	2.7813	25.01	0.0064265	Dy_auto	0.100
	9	632	1.8126	2.8702	25.01	0.0083497	Dy_auto	0.100
	10	795	2.3	2.8931	25.01	0.010595	Dy_auto	0.100
	11	1E+03	2.9726	2.9699	25.01	0.013693	Dy_auto	0.100

Test:	a12 rep2

Result:	Viscosity curve 1

Interval and data points:	1	0
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]

Interval and data points:	2	1
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	-10	0	0	25.00	0	M- 	0.100

Interval and data points:	3	11
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	100	0.35477	3.5477	25.00	0.0016342	Dy_auto	0.100
	2	126	0.35794	2.8413	25.00	0.0016488	Dy_auto	0.100
	3	159	0.53655	3.3833	25.00	0.0024716	Dy_auto	0.100
	4	200	0.64322	3.2222	25.00	0.002963	Dy_auto	0.100
	5	251	0.80761	3.2128	25.00	0.0037202	Dy_auto	0.100
	6	316	1.0937	3.4559	25.00	0.0050382	Dy_auto	0.100
	7	398	1.4166	3.5558	25.00	0.0065257	Dy_auto	0.100
	8	502	1.8344	3.6572	25.00	0.0084501	Dy_auto	0.100
	9	631	2.3313	3.6918	25.00	0.010739	Dy_auto	0.100
	10	795	2.9934	3.7652	25.00	0.013789	Dy_auto	0.100
	11	1E+03	3.7719	3.7687	25.00	0.017375	Dy_auto	0.100

Test:	a12 rep1

Result:	Viscosity curve 1

Interval and data points:	1	0
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]

Interval and data points:	2	1
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	-11.1	0	0	25.02	0	M- 	0.100

Interval and data points:	3	11
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	100	0.37639	3.7633	25.01	0.0017338	Dy_auto	0.100
	2	126	0.37984	3.0147	25.01	0.0017497	Dy_auto	0.100
	3	159	0.5402	3.4058	25.01	0.0024884	Dy_auto	0.100
	4	200	0.65366	3.274	25.01	0.0030111	Dy_auto	0.100
	5	251	0.8203	3.2635	25.01	0.0037787	Dy_auto	0.100
	6	316	1.0963	3.4639	25.01	0.00505	Dy_auto	0.100
	7	398	1.4164	3.5555	25.01	0.0065247	Dy_auto	0.100
	8	502	1.8227	3.6336	25.01	0.0083961	Dy_auto	0.100
	9	631	2.2903	3.6273	25.01	0.01055	Dy_auto	0.100
	10	795	2.924	3.6779	25.01	0.013469	Dy_auto	0.100
	11	1E+03	3.6326	3.6302	25.01	0.016733	Dy_auto	0.100

Test:	a4 rep2

Result:	Viscosity curve 1

Interval and data points:	1	0
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]

Interval and data points:	2	1
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	-6.97	0	0	25.02	0	M- 	0.100

Interval and data points:	3	11
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	100	0.57252	5.7252	25.02	0.0026373	Dy_auto	0.100
	2	126	0.54344	4.3132	25.01	0.0025033	Dy_auto	0.100
	3	159	0.75003	4.729	25.01	0.003455	Dy_auto	0.100
	4	200	0.92451	4.63	25.01	0.0042587	Dy_auto	0.100
	5	251	1.1628	4.6255	25.01	0.0053565	Dy_auto	0.100
	6	316	1.5448	4.8811	25.01	0.0071159	Dy_auto	0.100
	7	398	1.9804	4.9717	25.01	0.0091227	Dy_auto	0.100
	8	502	2.5482	5.0802	25.01	0.011738	Dy_auto	0.100
	9	631	3.2365	5.1263	25.01	0.014909	Dy_auto	0.100
	10	795	4.137	5.204	25.01	0.019057	Dy_auto	0.100
	11	1E+03	5.2261	5.2217	25.01	0.024074	Dy_auto	0.100

Test:	a4 rep1

Result:	Viscosity curve 1

Interval and data points:	1	0
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]

Interval and data points:	2	1
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	10	0	0	25.01	0	M- 	0.100

Interval and data points:	3	11
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	100	0.4437	4.4373	25.01	0.0020439	Dy_auto	0.100
	2	126	0.56031	4.4476	25.01	0.0025811	Dy_auto	0.100
	3	159	0.64528	4.0692	25.00	0.0029724	Dy_auto	0.100
	4	200	0.88751	4.4451	25.00	0.0040883	Dy_auto	0.100
	5	251	1.1536	4.5888	25.00	0.0053139	Dy_auto	0.100
	6	316	1.4788	4.6738	25.01	0.0068121	Dy_auto	0.100
	7	398	1.892	4.7485	25.01	0.0087156	Dy_auto	0.100
	8	502	2.4228	4.8308	25.01	0.011161	Dy_auto	0.100
	9	631	3.1012	4.9112	25.00	0.014285	Dy_auto	0.100
	10	795	3.9174	4.9278	25.00	0.018046	Dy_auto	0.100
	11	1E+03	5.0024	4.9986	25.00	0.023043	Dy_auto	0.100

Test:	b22 rep1

Result:	Viscosity curve 1

Interval and data points:	1	41
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	0.1	-0.14851	-1484.4	25.02	-0.00060737	Dy_auto	0.052
	2	0.126	-0.15	-1192.3	25.02	-0.00061345	Dy_auto	0.052
	3	0.158	-0.14509	-916.09	25.02	-0.00059339	Dy_auto	0.052
	4	0.199	-0.13829	-693.68	25.02	-0.00056559	Dy_auto	0.052
	5	0.251	-0.12949	-515.9	25.02	-0.00052959	Dy_auto	0.052
	6	0.316	-0.11913	-377	25.02	-0.00048722	Dy_auto	0.052
	7	0.398	-0.11041	-277.27	25.02	-0.00045157	Dy_auto	0.052
	8	0.501	-0.094663	-188.8	25.02	-0.00038715	Dy_auto	0.052
	9	0.631	-0.072967	-115.59	25.01	-0.00029842	Dy_auto	0.052
	10	0.795	-0.056135	-70.627	25.01	-0.00022958	Dy_auto	0.052
	11	1	-0.030998	-30.976	25.01	-0.00012678	Dy_auto	0.052
	12	1.26	-0.0064615	-5.1283	25.02	-2.6426E-05	Dy_auto	0.052
	13	1.59	0.016167	10.192	25.02	6.6118E-05	Dy_auto	0.052
	14	2	0.039094	19.578	25.01	0.00015989	Dy_auto	0.052
	15	2.51	0.088718	35.293	25.01	0.00036284	Dy_auto	0.052
	16	3.16	0.18229	57.605	25.01	0.00074553	Dy_auto	0.052
	17	3.98	0.2737	68.707	25.01	0.0011194	Dy_auto	0.052
	18	5.01	0.3114	62.094	25.01	0.0012736	Dy_auto	0.052
	19	6.31	0.37563	59.495	25.01	0.0015363	Dy_auto	0.052
	20	7.95	0.30376	38.214	25.01	0.0012423	Dy_auto	0.052
	21	10	0.16695	16.682	25.01	0.0006828	Dy_auto	0.052
	22	12.6	0.020016	1.5886	25.01	8.186E-05	Dy_auto	0.052
	23	15.9	0.13638	8.5979	25.01	0.00055778	Dy_auto	0.052
	24	20	0.51685	25.883	25.02	0.0021138	Dy_auto	0.052
	25	25.1	0.51519	20.494	25.01	0.002107	Dy_auto	0.052
	26	31.6	0.43319	13.688	25.01	0.0017716	Dy_auto	0.052
	27	39.8	0.82088	20.603	25.01	0.0033572	Dy_auto	0.052
	28	50.2	0.91267	18.195	25.01	0.0037326	Dy_auto	0.052
	29	63.1	1.1058	17.512	25.01	0.0045224	Dy_auto	0.052
	30	79.5	1.4489	18.225	25.01	0.0059255	Dy_auto	0.052
	31	100	1.7541	17.527	25.01	0.0071738	Dy_auto	0.052
	32	126	2.2841	18.129	25.01	0.0093415	Dy_auto	0.052
	33	159	2.8111	17.723	25.01	0.011497	Dy_auto	0.052
	34	200	3.5765	17.911	25.01	0.014627	Dy_auto	0.052
	35	251	4.4995	17.898	25.01	0.018402	Dy_auto	0.052
	36	316	5.6217	17.763	25.01	0.022991	Dy_auto	0.052
	37	398	7.117	17.863	25.01	0.029107	Dy_auto	0.052
	38	502	8.9504	17.844	25.01	0.036605	Dy_auto	0.052
	39	631	11.297	17.89	25.01	0.046203	Dy_auto	0.052
	40	795	14.233	17.904	25.01	0.058209	Dy_auto	0.052
	41	1E+03	17.911	17.897	25.01	0.073252	Dy_auto	0.052

Test:	agua rep2 13-02 PP0.1mm

Result:	Viscosity curve 1

Interval and data points:	1	41
Interval data:	Point No.	Shear Rate	Shear Stress	Viscosity	Temperature	Torque	Status	Gap
								
		[1/s]	[Pa]	[mPa·s]	[°C]	[mN·m]		[mm]
	1	0.0994	-0.16809	-1691.1	25.02	-0.00077432	Dy_auto	0.100
	2	0.126	-0.17191	-1366.5	25.02	-0.00079191	Dy_auto	0.100
	3	0.158	-0.17192	-1085.4	25.02	-0.00079196	Dy_auto	0.100
	4	0.199	-0.16872	-846.22	25.02	-0.00077721	Dy_auto	0.100
	5	0.251	-0.16651	-663.53	25.02	-0.00076704	Dy_auto	0.100
	6	0.316	-0.16341	-517.15	25.02	-0.00075274	Dy_auto	0.100
	7	0.398	-0.15805	-397.35	25.02	-0.00072806	Dy_auto	0.100
	8	0.501	-0.15041	-300.3	25.02	-0.00069285	Dy_auto	0.100
	9	0.631	-0.14621	-231.64	25.02	-0.0006735	Dy_auto	0.100
	10	0.795	-0.13356	-168.09	25.01	-0.00061524	Dy_auto	0.100
	11	1	-0.11753	-117.5	25.02	-0.00054141	Dy_auto	0.100
	12	1.26	-0.099766	-79.196	25.02	-0.00045957	Dy_auto	0.100
	13	1.59	-0.072201	-45.531	25.01	-0.00033259	Dy_auto	0.100
	14	2	-0.043654	-21.865	25.01	-0.00020109	Dy_auto	0.100
	15	2.51	-0.019701	-7.8389	25.01	-9.0754E-05	Dy_auto	0.100
	16	3.16	0.00055352	0.17494	25.01	2.5498E-06	Dy_auto	0.100
	17	3.98	0.024807	6.2257	25.01	0.00011427	Dy_auto	0.100
	18	5.02	0.097585	19.456	25.01	0.00044952	Dy_auto	0.100
	19	6.31	0.17817	28.217	25.01	0.00082076	Dy_auto	0.100
	20	7.95	0.20423	25.697	25.01	0.00094076	Dy_auto	0.100
	21	10	0.24884	24.87	25.01	0.0011463	Dy_auto	0.100
	22	12.6	0.15356	12.188	25.01	0.00070739	Dy_auto	0.100
	23	15.9	-0.013971	-0.88073	25.01	-6.4359E-05	Dy_auto	0.100
	24	20	-0.16006	-8.0158	25.01	-0.0007373	Dy_auto	0.100
	25	25.1	-0.052522	-2.0891	25.02	-0.00024194	Dy_auto	0.100
	26	31.7	0.22799	7.2029	25.01	0.0010502	Dy_auto	0.100
	27	39.8	0.015804	0.39663	25.01	7.28E-05	Dy_auto	0.100
	28	50.2	0.063131	1.2585	25.01	0.00029081	Dy_auto	0.100
	29	63.1	0.081642	1.2929	25.01	0.00037608	Dy_auto	0.100
	30	79.5	0.18151	2.2833	25.01	0.00083611	Dy_auto	0.100
	31	100	0.15631	1.5618	25.01	0.00072003	Dy_auto	0.100
	32	126	0.15608	1.2388	25.01	0.00071896	Dy_auto	0.100
	33	159	0.25197	1.5887	25.01	0.0011607	Dy_auto	0.100
	34	200	0.27712	1.3876	25.01	0.0012766	Dy_auto	0.100
	35	251	0.36317	1.4445	25.01	0.0016729	Dy_auto	0.100
	36	317	0.45076	1.4242	25.01	0.0020764	Dy_auto	0.100
	37	398	0.57973	1.455	25.01	0.0026705	Dy_auto	0.100
	38	502	0.71835	1.4319	25.01	0.0033091	Dy_auto	0.100
	39	632	0.89057	1.41	25.01	0.0041024	Dy_auto	0.100
	40	795	1.1374	1.4308	25.01	0.0052395	Dy_auto	0.100
	41	1E+03	1.3831	1.382	25.01	0.0063712	Dy_auto	0.100
