
SetupTitle, Trf-initial
PrimitiveTest, I/V Sweep
DataValue, 5, 0.1, 5.5296E-06, 2.1110000000000002E-11
DataValue, 4.8, 0.1, 5.3508000000000005E-06, 5.484E-11
DataValue, 4.6000000000000005, 0.1, 5.1739000000000006E-06, 1.573E-11
DataValue, 4.4, 0.1, 4.9971000000000008E-06, -6.1E-12
DataValue, 4.2, 0.1, 4.8221000000000008E-06, -2.8090000000000003E-11
DataValue, 4, 0.1, 4.6478000000000006E-06, -5.393E-11
DataValue, 3.8000000000000003, 0.1, 4.4765E-06, -9.1000000000000012E-12
DataValue, 3.6, 0.1, 4.3052000000000007E-06, 6.1100000000000004E-12
DataValue, 3.4, 0.1, 4.1354E-06, 3.106E-11
DataValue, 3.2, 0.1, 3.967E-06, 5.1210000000000003E-11
DataValue, 3, 0.1, 3.8010000000000005E-06, 3.82E-12
DataValue, 2.8000000000000003, 0.1, 3.6355E-06, -8.61E-12
DataValue, 2.6, 0.1, 3.4722000000000004E-06, -3.6770000000000006E-11
DataValue, 2.4, 0.1, 3.311E-06, -5.0820000000000005E-11
DataValue, 2.2, 0.1, 3.1503E-06, -2.69E-12
DataValue, 2, 0.1, 2.9921E-06, 8.1800000000000011E-12
DataValue, 1.8, 0.1, 2.8355E-06, 3.8730000000000005E-11
DataValue, 1.6, 0.1, 2.6799000000000004E-06, 4.665E-11
DataValue, 1.4000000000000001, 0.1, 2.5266E-06, -1.32E-12
DataValue, 1.2, 0.1, 2.3743000000000003E-06, -1.1230000000000001E-11
DataValue, 1, 0.1, 2.2228E-06, -4.5730000000000006E-11
DataValue, 0.8, 0.1, 2.0732000000000003E-06, -4.286E-11
DataValue, 0.6, 0.1, 1.924E-06, 1.2900000000000002E-12
DataValue, 0.4, 0.1, 1.7747000000000001E-06, 1.2230000000000001E-11
DataValue, 0.2, 0.1, 1.6253000000000001E-06, 4.9030000000000004E-11
DataValue, 0, 0.1, 1.4739000000000002E-06, 3.419E-11
DataValue, -0.2, 0.1, 1.3188000000000002E-06, -3.4900000000000003E-12
DataValue, -0.4, 0.1, 1.1577000000000002E-06, -1.5430000000000002E-11
DataValue, -0.6, 0.1, 9.8713999999999988E-07, 4.6860000000000007E-11
DataValue, -0.8, 0.1, 8.0753999999999994E-07, -3.5700000000000003E-12
DataValue, -1, 0.1, 6.2232E-07, -2.063E-11
DataValue, -1.2, 0.1, 4.4405999999999997E-07, -5.455E-11
DataValue, -1.4000000000000001, 0.1, 2.9342E-07, -2.37E-12
DataValue, -1.6, 0.1, 1.814E-07, 1.179E-11
DataValue, -1.8, 0.1, 1.0496E-07, 5.292E-11
DataValue, -2, 0.1, 5.9916999999999993E-08, -5.1830000000000004E-11
DataValue, -2.2, 0.1, 3.2084199999999996E-08, -5.3120000000000006E-11
DataValue, -2.4, 0.1, 1.68136E-08, -3.386E-11
DataValue, -2.6, 0.1, 8.3814E-09, -1.3360000000000001E-11
DataValue, -2.8000000000000003, 0.1, 3.1772E-09, -3.3710000000000006E-11
DataValue, -3, 0.1, 1.008E-09, 9.2200000000000015E-12
DataValue, -3.2, 0.1, 2.4435000000000004E-10, -4.01E-12
DataValue, -3.4, 0.1, 1.8290000000000002E-11, -1.209E-11
DataValue, -3.6, 0.1, -5.037E-11, -3.415E-11
DataValue, -3.8000000000000003, 0.1, -1.362E-11, -5.703E-11
DataValue, -4, 0.1, -8.2E-13, -3.455E-11
DataValue, -4.2, 0.1, -8.0000000000000013E-14, -1.6600000000000002E-12
DataValue, -4.4, 0.1, 2.127E-11, 4.72E-12
DataValue, -4.6000000000000005, 0.1, 6.0310000000000009E-11, 2.0130000000000002E-11
DataValue, -4.8, 0.1, 3.883E-11, 5.0520000000000004E-11
DataValue, -5, 0.1, 2.7000000000000002E-12, 4.1680000000000005E-11
DataValue, -5.2, 0.1, 4.18E-12, 2E-12
DataValue, -5.4, 0.1, -6.9800000000000006E-12, -7.1000000000000008E-12
DataValue, -5.6000000000000005, 0.1, -5.455E-11, -1.9800000000000002E-11
DataValue, -5.8, 0.1, -4.668E-11, -4.9470000000000005E-11
DataValue, -6, 0.1, -1.4300000000000002E-12, -4.9220000000000006E-11
DataValue, -6.2, 0.1, -1.3300000000000002E-12, -1.008E-11
DataValue, -6.4, 0.1, 4.4400000000000005E-12, 3.1900000000000003E-12
DataValue, -6.6000000000000005, 0.1, 5.1540000000000004E-11, 1.513E-11
DataValue, -6.8, 0.1, 5.2020000000000005E-11, 4.5170000000000004E-11
DataValue, -7, 0.1, 1.02E-12, 4.811E-11
DataValue, -7.2, 0.1, 7.6000000000000009E-13, 1.1760000000000002E-11
DataValue, -7.4, 0.1, -1.93E-12, -5.13E-12
DataValue, -7.6000000000000005, 0.1, -4.5800000000000006E-11, -1.4410000000000002E-11
DataValue, -7.8, 0.1, -6.082E-11, -4.0260000000000005E-11
DataValue, -8, 0.1, -7.26E-12, -5.463E-11
DataValue, -8.2, 0.1, -9.9E-13, -2.314E-11
DataValue, -8.4, 0.1, -9.3E-13, 2.11E-12
DataValue, -8.6, 0.1, 3.893E-11, 1.0210000000000001E-11
DataValue, -8.8, 0.1, 6.2410000000000007E-11, 3.353E-11
DataValue, -9, 0.1, 1.414E-11, 5.379E-11
DataValue, -9.2000000000000011, 0.1, 2.85E-12, 2.6170000000000002E-11
DataValue, -9.4, 0.1, 3.82E-12, -3.61E-12
DataValue, -9.6, 0.1, -2.9440000000000004E-11, -1.0620000000000001E-11
DataValue, -9.8, 0.1, -5.824000000000001E-11, -2.9260000000000004E-11
DataValue, -10, 0.1, -2.6430000000000003E-11, -5.5530000000000008E-11
SetupTitle, Trf-initial
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, B1500A
TestParameter, Channel.UnitType, SMU, SMU, SMU
TestParameter, Channel.Unit, SMU4:MP, SMU1:HR, SMU2:HR
TestParameter, Channel.IName, Id, Ig, Is
TestParameter, Channel.VName, Vd, Vg, Vs
TestParameter, Channel.Mode, V, V, COMMON
TestParameter, Channel.Func, CONST, VAR1, CONST
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, SMU4:MP, SMU1:HR, SMU2:HR
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON, ON
TestParameter, Measurement.Port.OutputVoltageComparison, 0, 0, 0
TestParameter, Measurement.Primary.Locus, Single
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, -10
TestParameter, Measurement.Primary.Stop, 10
TestParameter, Measurement.Primary.Step, 1
TestParameter, Measurement.Primary.Compliance, 0.1
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, OFF
TestParameter, Measurement.Bias.Source, 0.1, -10, 0
TestParameter, Measurement.Bias.Compliance, 0.1, 0.1, 0.1
TestParameter, Measurement.Monitor.Unit, SMU4:MP, SMU1:HR, SMU2:HR
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC, HR ADC
TestParameter, Measurement.Monitor.Measurement, Compliance Side, Compliance Side, Compliance Side
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA, 1nA
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Id, Ig
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.Scalar.Data, Vd
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/13/2017 10:43:09
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, e53236f5-e4a3-4b84-bc62-bf9550429722
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -10
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 8
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Id, Ig
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -5.2E-11, -5.2E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 8.6E-06, 5.6E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.55555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 6.0464750678251709E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.55555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 6.0464750678251709E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.55555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 6.0464750678251709E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.55555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 6.0464750678251709E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.55555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 6.0464750678251709E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=Vg, Direction=Single, Linear/Log=LINEAR, Start=-10 V, Stop=10 V, Step=1 V, No. of Steps=21, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU4:MP, Name=Vd, Source Mode=V, Source=100 mV, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=Vs, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		-10	1	21
AnalysisSetup, Analysis.Setup.Scalar.Datum.Name, Vd
AnalysisSetup, Analysis.Setup.Scalar.Datum.Value, 0.1
AnalysisSetup, Analysis.Setup.Scalar.Datum.Unit, V
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Trf-initial
Dimension1, 21, 21, 21, 21
Dimension2, 1, 1, 1, 1
DataName, Vg, Vd, Id, Ig
DataValue, -10, 0.1, 6.237E-11, -2.908E-11
DataValue, -9, 0.1, -5.1700000000000006E-11, -4.8920000000000004E-11
DataValue, -8, 0.1, -1.3560000000000001E-11, -8.8100000000000014E-12
DataValue, -7, 0.1, 1.8200000000000003E-12, 2.6490000000000004E-11
DataValue, -6, 0.1, 5.67E-11, 4.2670000000000006E-11
DataValue, -5, 0.1, 1.271E-11, 6.71E-12
DataValue, -4, 0.1, 4.997E-11, -2.9740000000000005E-11
DataValue, -3, 0.1, 1.88698E-08, 1.468E-11
DataValue, -2, 0.1, 2.769E-07, 4.2000000000000007E-12
DataValue, -1, 0.1, 9.4072E-07, -2.6030000000000003E-11
DataValue, 0, 0.1, 1.6661000000000002E-06, 1.0910000000000001E-11
DataValue, 1, 0.1, 2.3820000000000002E-06, -2.8100000000000003E-12
DataValue, 2, 0.1, 3.1352000000000005E-06, -5.109E-11
DataValue, 3, 0.1, 3.9352E-06, -2.3840000000000002E-11
DataValue, 4, 0.1, 4.7803000000000006E-06, -2.9800000000000002E-12
DataValue, 5, 0.1, 5.6671E-06, 2.8160000000000003E-11
DataValue, 6, 0.1, 6.5909000000000007E-06, 5.5770000000000005E-11
DataValue, 7, 0.1, 7.547100000000001E-06, 1.7250000000000002E-11
DataValue, 8, 0.1, 8.5303E-06, 5.38E-12
DataValue, 9, 0.1, 9.5393E-06, -4.3640000000000004E-11
DataValue, 10, 0.1, 1.05684E-05, -3.245E-11
